Latitude,Longitude
40.6037,-87.3111
36.2992,-94.2275
43.0268,-73.1364
31.0402,-97.51
28.4248,-97.7101
37.3125,-79.5652
40.0255,-78.483
35.2651,-99.6826
40.6657,-80.3336
35.4781,-76.6975
30.2988,-85.5727
38.2475,-94.3433
30.1035,-97.3242
37.502,-94.3471
39.1949,-85.8843
36.7224,-93.8227
45.4265,-91.8486
41.7993,-69.9956
31.8832,-85.3931
29.729,-99.2012
39.304,-76.6204
39.4587,-76.637
37.0728,-89.0182
30.7725,-87.7842
31.0964,-91.9696
32.5081,-86.6513
29.8495,-96.275
40.515,-84.2245
39.202,-91.7624
39.5098,-74.6941
40.4232,-95.4182
39.5364,-95.3379
46.2299,-117.1874
41.7343,-80.7618
30.2049,-90.892
46.5366,-68.304
40.8485,-79.4535
38.8811,-77.1079
44.0369,-83.9226
33.6138,-98.6883
39.6519,-104.2834
35.0087,-80.0992
38.9754,-76.6531
44.1975,-70.2021
31.7951,-95.6887
34.5146,-82.6588
38.0072,-84.9809
37.6,-79.1631
38.4637,-120.7334
41.0968,-85.0703
40.4317,-80.0043
37.7788,-80.1069
42.2585,-78.0236
39.5807,-78.5952
42.5942,-85.8847
38.8152,-77.0903
34.8815,-88.5944
38.0006,-78.5618
42.6169,-73.977
37.6798,-121.8648
36.0473,-79.4006
44.0288,-73.078
46.9968,-118.4708
39.8953,-77.2259
38.8204,-83.4795
31.4734,-91.3366
41.0282,-94.6995
40.7462,-84.9366
39.9788,-91.1866
40.1904,-92.6009
37.7449,-75.6727
